c_date,expiry,spot,atm_iv,slope_up,slope_down,K_dn,K_up,iv_dn,iv_up,K_hi,K_lo,vol_hi,vol_lo,texp,scale_factor,ticker
2021-12-02,2021-12-03,163.76,0.37518801283803205,-0.0045898349187769374,-0.004554931247372342,162.5,165.0,0.38077298438,0.369691691638,165.0,162.5,0.369691691638,0.38077298438,0.003968253968253968,0.006299407883487121,AAPL
2021-12-02,2021-12-10,163.76,0.312726023491008,-0.004292328943551862,-0.016375569486618266,162.5,165.0,0.31271579997599996,0.31273608472799996,170.0,157.5,0.302323264192,0.354090135631,0.023809523809523808,0.015430334996209192,AAPL
2021-12-02,2021-12-17,163.76,0.31161528432912006,-0.004222313311755009,-0.013437468456312981,162.5,165.0,0.31912100679,0.30422870032000005,172.5,157.5,0.301107323823,0.33668353536,0.04365079365079365,0.020892772350933623,AAPL
2021-12-02,2021-12-23,163.76,0.293112957868056,-0.0036218276612303723,-0.021305913363106978,162.5,165.0,0.29764817937,0.288649724009,172.5,155.0,0.28539421684800004,0.341123261006,0.05952380952380952,0.02439750182371333,AAPL
2021-12-02,2021-12-31,163.76,0.28552233350340006,-0.005717580807997405,-0.021731221181098454,162.5,165.0,0.288414,0.282676566475,175.0,155.0,0.27237412553199997,0.326908424248,0.08333333333333333,0.028867513459481287,AAPL
2021-12-03,2021-12-10,161.84,0.351370889708408,-0.013280161034192347,-0.017373584472860255,160.0,162.5,0.35817983605500003,0.34892855025799996,167.5,155.0,0.318962062327,0.404632988085,0.01984126984126984,0.014085904245475275,AAPL
2021-12-03,2021-12-17,161.84,0.334813376403352,-0.01151210513521726,-0.020921771951710674,160.0,162.5,0.346447556319,0.330640246651,170.0,152.5,0.30638618222499997,0.397244882817,0.03968253968253968,0.019920476822239894,AAPL
2021-12-03,2021-12-23,161.84,0.322132140125136,-0.014516010323703058,-0.03691867862940865,160.0,162.5,0.32684841449,0.320440433016,170.0,152.5,0.29183773008,0.415240243696,0.05555555555555555,0.023570226039551584,AAPL
2021-12-03,2021-12-31,161.84,0.31323870360569595,-0.012744103892393482,-0.02143443999119745,160.0,162.5,0.32426621388,0.309283183616,172.5,150.0,0.28438240212800003,0.371042466542,0.07936507936507936,0.02817180849095055,AAPL
2021-12-06,2021-12-10,165.32,0.35511409545369604,-0.00846054589023475,-0.0187002906056524,165.0,167.5,0.356011881568,0.34899792755000003,170.0,160.0,0.33636789516,0.403663981272,0.015873015873015872,0.012598815766974242,AAPL
2021-12-06,2021-12-17,165.32,0.32400122980016804,-0.008328886198350127,-0.01563760397816775,165.0,167.5,0.325052466609,0.31683967904,172.5,157.5,0.30526421355,0.364098103425,0.03571428571428571,0.01889822365046136,AAPL
2021-12-06,2021-12-23,165.32,0.302852795883952,0.006321500829560585,-0.01959075848191778,165.0,167.5,0.30294414951799997,0.30223044925199993,172.5,157.5,0.314685480336,0.34464941277800004,0.051587301587301584,0.022712838128974896,AAPL
2021-12-06,2021-12-31,165.32,0.2895190752922881,-0.007587581194969266,-0.019759753902107307,165.0,167.5,0.29126796880000005,0.277604738271,175.0,155.0,0.273795117658,0.335904439385,0.07539682539682539,0.027458482368263797,AAPL
2021-12-07,2021-12-10,171.18,0.32755658413963196,0.00474530614459831,-0.000972712438190052,170.0,172.5,0.331827766759,0.32277865104,175.0,167.5,0.33715529462,0.32949402952,0.011904761904761904,0.010910894511799617,AAPL
2021-12-07,2021-12-17,171.18,0.29680834980412796,-0.0012965230437028117,-0.01230388220364805,170.0,172.5,0.300222983336,0.29298859026,177.5,165.0,0.29417017772,0.322200119341,0.031746031746031744,0.017817416127494958,AAPL
2021-12-07,2021-12-23,171.18,0.30440946779539213,-0.005245823185574711,0.004329938345590003,170.0,172.5,0.288764639759,0.32191046187000005,180.0,165.0,0.29233178994000003,0.297113433177,0.047619047619047616,0.021821789023599235,AAPL
2021-12-07,2021-12-31,171.18,0.278881681388112,0.0017132365418845367,-0.0053322782437302445,170.0,172.5,0.279525125478,0.27816189647399997,180.0,162.5,0.282102316273,0.289264,0.07142857142857142,0.02672612419124244,AAPL
2021-12-08,2021-12-10,175.08,0.36278638621803994,-0.0066389487894451885,-0.03226430541392998,175.0,177.5,0.363124570735,0.35255630458,177.5,172.5,0.35255630458,0.41655272840199997,0.007936507936507936,0.008908708063747479,AAPL
2021-12-08,2021-12-17,175.08,0.3132104029084239,-0.003612982310737361,-0.012902726149817254,175.0,177.5,0.31348748426499995,0.304828691872,180.0,167.5,0.307202626398,0.347474620075,0.027777777777777776,0.016666666666666666,AAPL
2021-12-08,2021-12-23,175.08,0.3040983651734321,-0.01163859648159636,-0.012849030513499374,175.0,177.5,0.303751460455,0.314592232906,182.5,167.5,0.280976249718,0.33131800486,0.04365079365079365,0.020892772350933623,AAPL
2021-12-08,2021-12-31,175.08,0.294589878262816,-0.006360714309919159,-0.010437961959588926,175.0,177.5,0.29465579308400003,0.29259595492199997,185.0,165.0,0.281092970627,0.318420105554,0.06746031746031746,0.025973124082465986,AAPL
2021-12-08,2022-01-07,175.08,0.2887445395503839,-0.004417534375853206,-0.018065143822918097,175.0,177.5,0.289200686378,0.274946098015,185.0,162.5,0.28050464898,0.33433410337400005,0.0873015873015873,0.02954684201426394,AAPL
2021-12-09,2021-12-10,174.56,0.3919017827966079,-0.021266369366153472,-0.021114038713553464,172.5,175.0,0.431691361223,0.38340303789,175.0,172.5,0.38340303789,0.431691361223,0.003968253968253968,0.006299407883487121,AAPL
2021-12-09,2021-12-17,174.56,0.35723329195451203,-0.008387995788690157,-0.017805747951536163,172.5,175.0,0.36569573892199997,0.35542577901,180.0,167.5,0.34055098578,0.404874081732,0.023809523809523808,0.015430334996209192,AAPL
2021-12-09,2021-12-23,174.56,0.33286203337784,-0.0072462459259171105,-0.017711963840802272,172.5,175.0,0.34173690660300005,0.33096642938799997,182.5,165.0,0.31668144770400003,0.38294074392999994,0.03968253968253968,0.019920476822239894,AAPL
2021-12-09,2021-12-31,174.56,0.313794411549248,-0.005373565319469805,-0.014622524596666577,172.5,175.0,0.3242921088,0.311552184952,185.0,165.0,0.30140690138,0.34647943420000005,0.06349206349206349,0.025197631533948484,AAPL
2021-12-09,2022-01-07,174.56,0.301322243874784,-0.0020266557462608322,-0.017043276038933207,172.5,175.0,0.283496489616,0.305129686532,187.5,165.0,0.296301831989,0.33457516879,0.08333333333333333,0.028867513459481287,AAPL
2021-12-10,2021-12-17,179.45,0.32901520283908003,-0.0029064665319933035,-0.017092339561211485,177.5,180.0,0.338233594318,0.32641514370400004,185.0,172.5,0.322730290944,0.37694516337500006,0.01984126984126984,0.014085904245475275,AAPL
2021-12-10,2021-12-23,179.45,0.31042857657928014,-0.0018210799582068407,-0.00149529218018169,177.5,180.0,0.319150829449,0.30796845397500006,187.5,172.5,0.306199975676,0.313553902896,0.03571428571428571,0.01889822365046136,AAPL
2021-12-10,2021-12-31,179.45,0.3020305487296401,0.012087045399769196,-0.011441014672113241,177.5,180.0,0.30742550528,0.300508894318,190.0,170.0,0.330332714333,0.327399460752,0.05952380952380952,0.02439750182371333,AAPL
2021-12-10,2022-01-07,179.45,0.30245372690336003,0.006376616902040355,-0.030841491050923237,177.5,180.0,0.306842662718,0.30121582192999996,192.5,167.5,0.31834321262000004,0.377897512752,0.07936507936507936,0.02817180849095055,AAPL
2021-12-13,2021-12-17,175.74,0.4241594021072,-0.010521751248515836,-0.022593904449395723,175.0,177.5,0.42575916942,0.42035455012,180.0,170.0,0.404156824702,0.483711042511,0.015873015873015872,0.012598815766974242,AAPL
2021-12-13,2021-12-23,175.74,0.37433627023942395,-0.005815686464612774,-0.018671773429117643,175.0,177.5,0.378328566704,0.364841078648,180.0,167.5,0.366518481748,0.424661250188,0.031746031746031744,0.017817416127494958,AAPL
2021-12-13,2021-12-31,175.74,0.34753739277535195,-0.0020084096045279633,-0.02421210416780009,175.0,177.5,0.3507543888,0.339886158987,187.5,165.0,0.34201809280800005,0.41231483985600004,0.05555555555555555,0.023570226039551584,AAPL
2021-12-13,2022-01-07,175.74,0.33212653604147196,-0.004934158914045311,-0.01215539225974799,175.0,177.5,0.334101054944,0.327430382976,187.5,165.0,0.32048709677500004,0.360042169684,0.07539682539682539,0.027458482368263797,AAPL
2021-12-14,2021-12-17,174.33,0.40547071637093984,-0.01337091403343867,-0.016663004298470535,172.5,175.0,0.42243696,0.399259031545,177.5,170.0,0.38338716673600004,0.4438820046,0.011904761904761904,0.010910894511799617,AAPL
2021-12-14,2021-12-23,174.33,0.38694169828230396,-0.00792538345575824,-0.014858852361361606,172.5,175.0,0.398024821438,0.38288394281000004,182.5,167.5,0.365162688307,0.422573259074,0.027777777777777776,0.016666666666666666,AAPL
2021-12-14,2021-12-31,174.33,0.3603618959110879,-0.0111711797375312,-0.008453764619935033,172.5,175.0,0.36552506678,0.358471554664,185.0,165.0,0.33114350700000006,0.38083471295500004,0.051587301587301584,0.022712838128974896,AAPL
2021-12-14,2022-01-07,174.33,0.33874055213337995,-0.008115105208095191,-0.016915181687327085,172.5,175.0,0.342205919215,0.33747181117999997,185.0,162.5,0.320702617688,0.38321630684,0.07142857142857142,0.02672612419124244,AAPL
2021-12-15,2021-12-17,179.3,0.3911576691455199,-0.00024611418300838765,-0.010212987561703692,177.5,180.0,0.39915288159400003,0.38804841985999994,182.5,175.0,0.3906689665440001,0.4189859706,0.007936507936507936,0.008908708063747479,AAPL
2021-12-15,2021-12-23,179.3,0.35016667414936,-0.003235537341205862,-0.008219369966892284,177.5,180.0,0.35362212649,0.34882288712799997,185.0,172.5,0.343604433005,0.37076160522799995,0.023809523809523808,0.015430334996209192,AAPL
2021-12-15,2021-12-31,179.3,0.32236997799647993,0.002566139055705992,-0.011753969040376734,177.5,180.0,0.32416774093199996,0.321670847966,187.5,170.0,0.3276286577,0.35105869985,0.047619047619047616,0.021821789023599235,AAPL
2021-12-15,2022-01-07,179.3,0.31026723749496,0.007754586886469715,-0.01506335356885682,177.5,180.0,0.30365840937599997,0.312837337319,192.5,170.0,0.331475817292,0.34115699434799995,0.06746031746031746,0.025973124082465986,AAPL
2021-12-15,2022-01-14,179.3,0.30888779117984,-0.003083277820997812,-0.012673061945260864,177.5,180.0,0.31100437493,0.308064675277,192.5,167.5,0.301475052328,0.338087,0.0873015873015873,0.02954684201426394,AAPL
2021-12-16,2021-12-17,172.26,0.49231867880656016,-0.015617725335414124,-0.02111220616801411,170.0,172.5,0.5365798080099999,0.4876183819,175.0,170.0,0.45319381294,0.5365798080099999,0.003968253968253968,0.006299407883487121,AAPL
2021-12-16,2021-12-23,172.26,0.433145019421704,0.0025775530988441727,-0.008218753586046736,170.0,172.5,0.435278004415,0.432918507741,180.0,165.0,0.441187692574,0.45826909575,0.01984126984126984,0.014085904245475275,AAPL
2021-12-16,2021-12-31,172.26,0.380073086085472,0.004295830419391996,-0.014785612715400359,170.0,172.5,0.387982241801,0.379233175744,182.5,162.5,0.39194626519599995,0.42135051209999996,0.04365079365079365,0.020892772350933623,AAPL
2021-12-16,2022-01-07,172.26,0.35601335640888004,-0.00014328964029271563,-0.012000697718573683,170.0,172.5,0.36130014324799997,0.355451927718,185.0,160.0,0.355607610365,0.39117639503400004,0.06349206349206349,0.025197631533948484,AAPL
2021-12-16,2022-01-14,172.26,0.342183373786568,-0.0009772443855443594,-0.01215048825033958,170.0,172.5,0.350095937131,0.34134310157299996,185.0,160.0,0.33976795171999996,0.37325929236500005,0.08333333333333333,0.028867513459481287,AAPL
2021-12-17,2021-12-23,171.14,0.38838760057958405,0.005100490877972429,-0.0005240262867332035,170.0,172.5,0.387875852088,0.38899810755200004,177.5,165.0,0.40315963566199997,0.389907272459,0.015873015873015872,0.012598815766974242,AAPL
2021-12-17,2021-12-31,171.14,0.37364934890435203,-0.014244281775662416,-0.0020454565081170183,170.0,172.5,0.376105266868,0.37071948186,180.0,162.5,0.337556893332,0.378968633844,0.03968253968253968,0.019920476822239894,AAPL
2021-12-17,2022-01-07,171.14,0.3488173010700001,0.00039096905697613867,-0.015450733092329832,170.0,172.5,0.351740219118,0.345330311118,182.5,160.0,0.349847197188,0.39144296827200004,0.05952380952380952,0.02439750182371333,AAPL
2021-12-17,2022-01-14,171.14,0.3387802157842481,-0.005391077838646766,0.004290063628894167,170.0,172.5,0.344701739224,0.33171594220700007,185.0,160.0,0.32387793490300004,0.32853039044599996,0.07936507936507936,0.02817180849095055,AAPL
2021-12-20,2021-12-23,169.75,0.4154194002263,-0.007263542394306894,-0.011473264862976907,167.5,170.0,0.431656368215,0.413615292672,175.0,165.0,0.395142259372,0.445263524014,0.011904761904761904,0.010910894511799617,AAPL
2021-12-20,2021-12-31,169.75,0.37028948457009997,-0.013137324122574503,-0.016233291954128898,167.5,170.0,0.376515721345,0.369597680484,177.5,162.5,0.33925478842400003,0.407783121719,0.03571428571428571,0.01889822365046136,AAPL
2021-12-20,2022-01-07,169.75,0.3432312324599,-0.0037867892844873877,-0.016204028007538326,167.5,170.0,0.36023709668000004,0.341341691991,180.0,160.0,0.333811731129,0.38389762557999996,0.05555555555555555,0.023570226039551584,AAPL
2021-12-20,2022-01-14,169.75,0.33234494465930003,-0.0058426317302447675,-0.011602767798374618,167.5,170.0,0.335225459336,0.332024887473,182.5,157.5,0.316934650396,0.363995,0.07539682539682539,0.027458482368263797,AAPL
2021-12-21,2021-12-23,172.99,0.336518016630684,-0.007948338339987334,-0.012064876327646967,172.5,175.0,0.33903063054000004,0.326211171819,175.0,170.0,0.326211171819,0.360130348276,0.007936507936507936,0.008908708063747479,AAPL
2021-12-21,2021-12-31,172.99,0.311985625130708,-0.002110706136390371,-0.008399106302338765,172.5,175.0,0.3130827222,0.30748528817299997,180.0,167.5,0.307279908593,0.327188438822,0.031746031746031744,0.017817416127494958,AAPL
2021-12-21,2022-01-07,172.99,0.29901831589496397,0.005732379315933457,-0.002259028757575791,172.5,175.0,0.299784331972,0.29587608668099996,182.5,165.0,0.31252504759599997,0.303721632315,0.051587301587301584,0.022712838128974896,AAPL
2021-12-21,2022-01-14,172.99,0.2861045879468121,-0.01066027086955181,-0.002326089739647061,172.5,175.0,0.282235089376,0.30197742902299995,182.5,165.0,0.264758464516,0.290220293786,0.07142857142857142,0.02672612419124244,AAPL
2021-12-22,2021-12-23,175.64,0.24830503735946394,0.006008719661825283,0.005966230406511836,175.0,177.5,0.24484764008100002,0.25835309819999996,177.5,175.0,0.25835309819999996,0.24484764008100002,0.003968253968253968,0.006299407883487121,AAPL
2021-12-22,2021-12-31,175.64,0.28123294109032,-0.0005144999808989195,-0.008241785334849427,175.0,177.5,0.28186581232999997,0.27939365905,180.0,170.0,0.28047599621,0.29737266875,0.027777777777777776,0.016666666666666666,AAPL
2021-12-22,2022-01-07,175.64,0.27451311570768794,0.01799483577023774,-0.008013041995093907,175.0,177.5,0.27127977917699997,0.28391,182.5,167.5,0.306107648598,0.291938068265,0.047619047619047616,0.021821789023599235,AAPL
2021-12-22,2022-01-14,175.64,0.28130898650687997,-0.0026411512047119627,-0.009677350480244507,175.0,177.5,0.278482587984,0.28952320721400004,185.0,167.5,0.276029416326,0.298989579134,0.06746031746031746,0.025973124082465986,AAPL
2021-12-22,2022-01-21,175.64,0.278060536006688,-0.003296891057944743,-0.013948473936636596,175.0,177.5,0.27904558642,0.275197733243,187.5,165.0,0.270769510684,0.307561275575,0.0873015873015873,0.02954684201426394,AAPL
2021-12-23,2021-12-31,176.28,0.248553956905488,-0.004339274774818631,0.001730229286720085,175.0,177.5,0.251354157226,0.245885015975,180.0,172.5,0.24268123992500001,0.246123345504,0.023809523809523808,0.015430334996209192,AAPL
2021-12-23,2022-01-07,176.28,0.254456492648384,0.006480434852649573,-0.007757448769489728,175.0,177.5,0.255600247128,0.25336635166,182.5,170.0,0.265212318135,0.267925410203,0.04365079365079365,0.020892772350933623,AAPL
2021-12-23,2022-01-14,176.28,0.275627098090296,-0.008527932473278727,0.0023744402527301764,175.0,177.5,0.263957214067,0.2867499563,185.0,170.0,0.259286387112,0.27220878864000003,0.06349206349206349,0.025197631533948484,AAPL
2021-12-23,2022-01-21,176.28,0.26025340226064,-0.010304311313979134,-0.020004102956592384,175.0,177.5,0.262323646372,0.258280200842,185.0,167.5,0.243018988672,0.29565705408000004,0.08333333333333333,0.028867513459481287,AAPL
2021-12-27,2021-12-31,180.33,0.26199802752618806,0.0010604083404182746,-0.00966996529110205,180.0,182.5,0.26184492254,0.263004808799,182.5,177.5,0.263004808799,0.274138733121,0.015873015873015872,0.012598815766974242,AAPL
2021-12-27,2022-01-07,180.33,0.26494508315656795,0.001834854585241322,-0.008694045047622308,180.0,182.5,0.265211673198,0.263192051672,187.5,175.0,0.26873070898499996,0.278747616548,0.03571428571428571,0.01889822365046136,AAPL
2021-12-27,2022-01-14,180.33,0.26944523144422006,-0.017440987999693753,0.004767118541650473,180.0,182.5,0.26851751395,0.27554567678499997,187.5,172.5,0.24059399999999997,0.260467021292,0.05555555555555555,0.023570226039551584,AAPL
2021-12-27,2022-01-21,180.33,0.263339888183404,-0.0004448242630245934,-0.012793298407390656,180.0,182.5,0.263814914287,0.260216231684,190.0,170.0,0.262493678002,0.29082420219,0.07539682539682539,0.027458482368263797,AAPL
2021-12-28,2021-12-31,179.29,0.286087170827624,-0.01891288958114821,-0.009007976366030627,177.5,180.0,0.29437118585199995,0.28280133246600003,182.5,177.5,0.2553270954,0.29437118585199995,0.011904761904761904,0.010910894511799617,AAPL
2021-12-28,2022-01-07,179.29,0.27347677956032,0.003564924381619409,-0.013006030031580847,177.5,180.0,0.27448158638,0.2730782249,185.0,175.0,0.279749559088,0.291155452032,0.031746031746031744,0.017817416127494958,AAPL
2021-12-28,2022-01-14,179.29,0.273265169928096,0.023133907171710072,-0.027766899118485105,177.5,180.0,0.27578607128,0.272265259336,187.5,172.5,0.31886946994,0.32046345248999997,0.051587301587301584,0.022712838128974896,AAPL
2021-12-28,2022-01-21,179.29,0.26544574508539204,-0.0036892537338752193,-0.01488027388270055,177.5,180.0,0.269249150108,0.26393713192,187.5,170.0,0.25926514342,0.29506928382200004,0.07142857142857142,0.02672612419124244,AAPL
2021-12-29,2021-12-31,179.38,0.24915138506230405,-0.01077726618135358,-0.010702206556741745,177.5,180.0,0.261808311424,0.244977292326,180.0,177.5,0.244977292326,0.261808311424,0.007936507936507936,0.008908708063747479,AAPL
2021-12-29,2022-01-07,179.38,0.25592540004768005,-0.0005746241063979257,-0.007688971871195269,177.5,180.0,0.26228324461,0.25382866407500004,185.0,175.0,0.254861792741,0.267329907691,0.027777777777777776,0.016666666666666666,AAPL
2021-12-29,2022-01-14,179.38,0.25922741920736,0.0024678051352174627,-0.026456091295511863,177.5,180.0,0.26206267169999997,0.25829238912999997,185.0,172.5,0.262716144159,0.30664228539,0.047619047619047616,0.021821789023599235,AAPL
2021-12-29,2022-01-21,179.38,0.25351685837126403,-0.0017786860490225376,-0.013664235397882104,177.5,180.0,0.25716200700400005,0.252314734886,187.5,170.0,0.250485006184,0.28177218397,0.06746031746031746,0.025973124082465986,AAPL
2021-12-29,2022-01-28,179.38,0.297031400778592,-0.002808494152274883,-0.0012061859015367188,177.5,180.0,0.302325385428,0.295285512224,192.5,170.0,0.29032169082000003,0.299223914648,0.0873015873015873,0.02954684201426394,AAPL
2021-12-31,2022-01-07,177.57,0.229598942375072,0.00500720470471181,-0.018521269680742303,177.5,180.0,0.229459759994,0.234430559318,180.0,172.5,0.234430559318,0.26768793192,0.01984126984126984,0.014085904245475275,AAPL
2021-12-31,2022-01-14,177.57,0.240108361495428,-0.025787115108059377,-0.026229335099577023,177.5,180.0,0.23988120373100003,0.247993981032,182.5,172.5,0.20465804261999998,0.27825014352,0.03968253968253968,0.019920476822239894,AAPL
2021-12-31,2022-01-21,177.57,0.24137010481501597,-0.002555959242548852,-0.015134606157485766,177.5,180.0,0.24147019287799998,0.23789561920000002,185.0,170.0,0.23707576594000002,0.268395872592,0.05952380952380952,0.02439750182371333,AAPL
2021-12-31,2022-01-28,177.57,0.296760845034112,-0.010057927328309017,-0.024561207122812487,177.5,180.0,0.29704532656,0.286885272064,187.5,167.5,0.277333922719,0.34766,0.07936507936507936,0.02817180849095055,AAPL
2021-12-01,2021-12-03,330.08,0.3586064312867841,0.002550536197020277,-0.026056556694692198,330.0,332.5,0.35867406124800005,0.35656062495999996,335.0,322.5,0.362842333216,0.42655608865000005,0.007936507936507936,0.008908708063747479,MSFT
2021-12-01,2021-12-10,330.08,0.31122543339902414,-0.008294019450571984,-0.028868939192672624,330.0,332.5,0.311846167786,0.292448218193,340.0,315.0,0.29648999564,0.392224304508,0.027777777777777776,0.016666666666666666,MSFT
2021-12-01,2021-12-17,330.08,0.29307645171866403,-0.015098681927909599,-0.02453657904078709,330.0,332.5,0.29310446517300004,0.292229044725,342.5,315.0,0.26751969737500003,0.345656447798,0.047619047619047616,0.021821789023599235,MSFT
2021-12-01,2021-12-23,330.08,0.29007161259752795,-0.009955019600477791,-0.024816624395407823,330.0,335.0,0.29014056401099997,0.285831100669,345.0,310.0,0.272605482042,0.351885344433,0.06349206349206349,0.025197631533948484,MSFT
2021-12-01,2021-12-31,330.08,0.289865528128944,-0.024343404819049074,-0.028124450722293543,330.0,335.0,0.290088586166,0.27614745885,350.0,305.0,0.24158702192299997,0.3650846036,0.0873015873015873,0.02954684201426394,MSFT
2021-12-02,2021-12-03,329.49,0.30847343410274786,-0.021665084892222266,-0.02961814973164847,327.5,330.0,0.33974443028799994,0.300459259201,332.5,325.0,0.277197612976,0.372985110765,0.003968253968253968,0.006299407883487121,MSFT
2021-12-02,2021-12-10,329.49,0.27884368471149995,-0.019912087463812175,-0.03195165091803864,327.5,330.0,0.286820380115,0.27679940599,337.5,320.0,0.247847695232,0.33936001669500004,0.023809523809523808,0.015430334996209192,MSFT
2021-12-02,2021-12-17,329.49,0.28968421934345995,-0.024073208288934306,-0.020593050788300253,327.5,330.0,0.295975429315,0.2880718992,342.5,315.0,0.24506349114299997,0.33401241032,0.04365079365079365,0.020892772350933623,MSFT
2021-12-02,2021-12-23,329.49,0.2825884896680759,-0.021605415664221445,-0.026692977643182975,325.0,330.0,0.299499992176,0.28066758403799996,345.0,310.0,0.241854203408,0.349299,0.05952380952380952,0.02439750182371333,MSFT
2021-12-02,2021-12-31,329.49,0.25776038803196794,-0.004269941678490179,-0.025806132234049428,325.0,330.0,0.28428886048,0.254747131696,345.0,310.0,0.25095652737999996,0.31226787263300004,0.08333333333333333,0.028867513459481287,MSFT
2021-12-03,2021-12-10,323.01,0.33311798851410007,-0.02750714769777781,-0.030363162612666812,322.5,325.0,0.335510996025,0.32378056705,332.5,310.0,0.2765711852,0.421735623667,0.01984126984126984,0.014085904245475275,MSFT
2021-12-03,2021-12-17,323.01,0.33138022862166006,-0.007631036472431874,-0.027251807174493287,322.5,325.0,0.333546823032,0.322926262197,337.5,305.0,0.31457004461099997,0.409866161952,0.03968253968253968,0.019920476822239894,MSFT
2021-12-03,2021-12-23,323.01,0.31707718874891,-0.02188120060285976,-0.031203379251969,320.0,325.0,0.31994509540500005,0.31518113086,340.0,305.0,0.26948827568,0.393028299845,0.05555555555555555,0.023570226039551584,MSFT
